id,gender,age,major,gpa,SoloFounder,UniversityInCity,HasMentor,Perseverance,DesireToTakeInitiative,Competitiveness,SelfReliance,StrongNeedToAchieve,SelfConfidence,GoodPhysicalHealth,StartedBusiness
5167,Male,21,Business,3.95,No,Yes,Yes,5,1,3,2,4,4,4,No
5168,Male,23,Communications,3.49,No,Yes,No,5,4,1,3,3,5,4,No
5169,Female,19,Business,3.79,Yes,Yes,No,2,3,2,5,2,3,1,No
5170,Male,18,Information Systems,3.29,No,Yes,Yes,3,2,4,5,3,3,3,No
5171,Male,23,Social Sciences,3.38,No,No,No,3,3,2,1,2,5,2,No
5172,Female,21,Arts,2.64,No,Yes,Yes,2,2,5,5,4,5,1,Yes
5173,Male,20,Life Sciences,2.01,Yes,Yes,Yes,4,3,1,5,3,1,5,No
5174,Male,18,Engineering,1.98,No,Yes,Yes,1,3,3,1,1,5,1,No
5175,Male,22,Life Sciences,2.65,Yes,Yes,Yes,3,4,2,1,4,1,1,Yes
5176,Male,19,Social Sciences,2.35,Yes,No,No,1,2,5,1,4,5,4,No
5177,Male,23,Life Sciences,3.58,No,Yes,Yes,4,5,3,3,2,2,5,Yes
5178,Male,19,Life Sciences,3.09,Yes,Yes,Yes,3,4,3,1,3,1,1,Yes
5179,Female,21,Business,3.36,No,Yes,No,2,1,5,1,5,5,4,No
5180,Female,20,History,2.73,Yes,Yes,Yes,5,3,4,4,3,2,2,No
5181,Male,20,History,2.92,No,Yes,Yes,4,4,2,1,1,1,3,Yes
5182,Female,17,Social Sciences,3.45,No,Yes,Yes,2,4,4,1,1,5,1,No
5183,Female,23,Communications,1.88,No,No,Yes,4,4,1,2,5,1,4,No
5184,Female,23,Arts,3.86,Yes,No,Yes,4,5,4,5,3,4,1,No
5185,Male,18,Information Systems,2.88,No,Yes,No,4,2,2,3,4,4,1,No
5186,Male,20,Communications,2.13,No,Yes,Yes,4,2,5,3,3,5,3,Yes
5187,Male,18,Social Sciences,3.78,No,Yes,Yes,4,4,1,4,3,2,3,No
5188,Male,18,Communications,2.24,No,Yes,Yes,4,4,3,4,4,5,2,Yes
5189,Female,22,Engineering,2.77,No,,Yes,,,,,,,,
5190,Female,21,Life Sciences,3.71,No,Yes,Yes,5,2,5,3,2,4,5,No
5191,Male,18,Arts,2.59,Yes,Yes,Yes,2,3,3,5,4,2,1,Yes
5192,Male,22,Business,3.04,No,Yes,No,4,3,5,1,3,1,5,No
5193,Female,21,History,2.22,Yes,Yes,No,5,2,5,1,4,4,1,No
5194,Male,21,Business,3.02,Yes,Yes,Yes,4,2,3,4,1,4,2,No
5195,Male,23,Business,3.38,Yes,Yes,Yes,4,4,1,3,1,2,2,No
5196,Female,22,Information Systems,3.27,No,Yes,Yes,1,4,1,3,2,4,2,Yes
5197,Male,20,History,2.05,No,Yes,Yes,2,2,4,2,1,2,3,No
5198,Male,23,Business,3.87,No,Yes,Yes,4,3,1,1,5,3,3,Yes
5199,Female,18,Business,3.56,No,Yes,,3,1,4,1,1,2,2,No
5200,Female,18,Social Sciences,3.16,No,Yes,Yes,4,5,1,3,4,3,3,No
5201,Female,22,Information Systems,3.57,,Yes,Yes,3,2,3,5,5,3,2,No
5202,Male,23,Communications,3.45,No,Yes,Yes,4,5,2,5,3,3,3,No
5203,Female,17,Life Sciences,2.53,Yes,Yes,Yes,3,3,4,2,1,1,5,No
5204,Male,19,Business,3.67,Yes,No,,5,5,4,3,2,5,3,No
5205,Female,21,Social Sciences,3.99,No,Yes,Yes,4,5,2,2,2,3,2,No
5206,Male,17,Life Sciences,3.73,No,Yes,Yes,3,3,3,2,5,3,3,No
5207,Male,21,Business,2.62,No,Yes,No,5,3,3,4,1,2,3,No
5208,Female,17,Social Sciences,3.16,Yes,Yes,No,5,1,4,5,2,1,2,Yes
5209,Female,22,Life Sciences,2.39,Yes,Yes,Yes,5,1,2,1,4,1,4,No
5210,Male,18,Social Sciences,2.39,No,Yes,No,5,2,5,2,2,1,4,Yes
5211,Male,22,Arts,2.7,No,Yes,No,3,2,4,4,1,2,3,No
5212,Male,23,Communications,2.99,,Yes,Yes,2,3,5,5,2,1,1,Yes
5213,Female,22,Information Systems,3.45,Yes,Yes,No,2,3,3,1,1,3,3,Yes
5214,Bigender,20,Business,3.01,No,No,Yes,4,4,2,1,5,1,1,No
5215,Female,23,Communications,2.77,Yes,No,Yes,2,3,2,3,2,3,1,No
5216,Female,20,Life Sciences,2.68,No,No,Yes,5,1,1,5,5,4,3,Yes
5217,Male,22,Social Sciences,3.09,Yes,Yes,Yes,5,1,1,3,2,3,2,No
5218,Male,19,Communications,3.57,No,Yes,Yes,5,4,2,3,1,5,4,Yes
5219,Female,19,Social Sciences,2.68,Yes,Yes,No,4,5,5,4,5,5,2,Yes
5220,Male,20,Communications,3.92,No,Yes,No,2,2,1,2,3,2,2,No
5221,Genderqueer,17,Life Sciences,1.96,No,Yes,Yes,5,4,2,4,4,2,2,No
5222,Male,17,History,1.87,No,Yes,Yes,2,5,1,1,2,2,1,No
5223,Male,21,Social Sciences,2.41,Yes,Yes,Yes,5,4,2,3,1,4,1,No
5224,Male,23,Arts,2.59,No,No,No,3,1,5,3,5,1,4,No
5225,Female,19,Information Systems,3.18,No,Yes,Yes,4,5,2,4,1,2,4,No
5226,Male,19,Social Sciences,3.42,No,Yes,Yes,2,2,2,4,4,2,1,No
5227,Male,20,History,2.08,No,No,Yes,4,3,2,5,1,2,2,No
5228,Male,18,History,2.83,No,Yes,Yes,4,4,4,2,5,2,4,No
5229,Female,22,Life Sciences,2.62,No,Yes,Yes,5,4,1,5,5,1,1,No
5230,Female,19,Business,3.89,No,No,Yes,4,5,4,1,1,2,4,Yes
5231,Female,19,Information Systems,3.8,Yes,No,No,4,3,2,2,5,3,1,No
5232,Female,19,Language,3.12,Yes,No,Yes,5,2,4,4,1,1,4,No
5233,Female,18,Arts,3.46,No,Yes,Yes,2,5,5,4,2,4,1,No
5234,Male,19,Information Systems,3.05,Yes,Yes,Yes,4,5,2,2,3,3,4,No
5235,Female,18,Arts,2.26,No,No,Yes,5,4,3,4,3,2,3,No
5236,Male,19,Business,1.96,Yes,Yes,Yes,3,4,4,2,3,4,3,No
5237,Genderfluid,17,Communications,1.84,No,Yes,Yes,3,3,4,5,1,3,5,No
5238,Female,20,Business,3.64,,Yes,Yes,5,2,4,1,4,3,5,Yes
5239,Female,20,Life Sciences,3.71,No,Yes,No,4,2,2,3,3,3,3,No
5240,Female,17,Business,3.9,No,Yes,Yes,3,4,1,3,3,1,3,No
5241,Female,23,Life Sciences,3.17,No,Yes,Yes,2,4,3,5,2,2,4,No
5242,Female,18,Business,2.74,No,Yes,Yes,4,3,5,1,3,3,5,No
5243,Female,17,History,3.22,No,Yes,Yes,3,4,2,2,5,1,2,Yes
5244,Male,22,History,2.2,No,Yes,Yes,3,5,4,1,1,4,1,No
5245,Agender,22,Communications,3.16,Yes,Yes,Yes,5,3,3,5,3,3,5,No
5246,Male,19,History,2.72,No,Yes,No,5,1,4,2,2,4,3,No
5247,Female,23,History,2.4,No,Yes,No,3,3,2,2,3,4,1,No
5248,Female,17,Life Sciences,2.64,No,Yes,Yes,5,1,5,1,5,2,1,Yes
5249,Female,19,Business,3.32,Yes,Yes,No,4,2,1,3,5,4,3,No
5250,Female,20,Communications,2.99,No,Yes,Yes,4,5,4,2,5,1,2,No
5251,Female,19,Information Systems,4,No,Yes,Yes,5,2,4,2,5,3,1,No
5252,Genderqueer,19,Social Sciences,2.92,No,Yes,Yes,5,5,4,2,3,5,5,No
5253,Female,19,Social Sciences,2.73,,Yes,Yes,3,1,2,3,3,5,4,No
5254,Female,19,Communications,3.89,No,No,Yes,4,3,2,3,2,1,3,No
5255,Male,21,History,3.38,No,Yes,Yes,5,1,5,3,2,3,5,Yes
5256,Male,21,Life Sciences,2.81,Yes,Yes,,4,5,4,4,5,1,2,No
5257,Female,18,Business,3.13,No,No,Yes,3,2,5,3,3,4,5,No
5258,Male,17,Language,3.6,Yes,Yes,Yes,4,1,1,5,4,4,3,Yes
5259,Male,18,Social Sciences,3.57,Yes,Yes,Yes,3,4,5,3,1,3,4,No
5260,Female,18,Social Sciences,2.91,No,Yes,Yes,3,5,5,2,2,5,3,No
5261,Male,22,Arts,3.2,Yes,Yes,Yes,1,4,1,4,3,3,3,Yes
5262,Male,23,History,2.67,No,No,No,5,2,2,3,4,5,1,No
5263,Female,19,Life Sciences,3.45,Yes,No,Yes,5,1,5,3,1,4,3,No
5264,Female,22,Business,2.68,No,No,Yes,4,1,4,2,1,4,5,No
5265,Male,21,Language,2.63,Yes,Yes,Yes,4,5,3,2,5,1,5,Yes
5266,Male,22,Language,2.83,No,Yes,Yes,1,2,2,2,2,2,5,No
5267,Female,18,Arts,3.44,No,Yes,No,1,3,2,4,3,1,3,No
5268,Male,19,History,3.97,No,Yes,Yes,3,3,1,4,1,3,1,No
5269,Male,23,Social Sciences,3.43,Yes,No,Yes,4,3,3,4,5,4,2,No
5270,Male,23,Communications,2.41,No,No,Yes,5,5,2,4,4,5,2,No
5271,Male,18,Language,2.75,,Yes,Yes,1,3,1,5,2,2,2,No
5272,Female,22,Business,2.77,No,No,Yes,4,4,3,1,5,1,3,No
5273,Female,22,Business,3.55,Yes,Yes,Yes,4,1,2,1,4,5,5,Yes
5274,Female,20,Communications,2.27,No,Yes,Yes,4,5,1,2,5,1,1,Yes
5275,Female,20,Social Sciences,3.15,Yes,Yes,No,4,2,3,3,4,1,2,No
5276,Genderqueer,18,Business,1.81,Yes,Yes,Yes,4,3,1,4,3,3,2,No
5277,Female,21,Business,2.97,No,Yes,Yes,3,4,4,1,4,4,3,No
5278,Female,20,Information Systems,2.63,No,Yes,Yes,5,1,5,5,2,4,2,No
5279,Male,21,Life Sciences,3.58,No,No,,5,4,3,5,4,5,1,No
5280,Male,21,Arts,3.72,No,No,Yes,4,1,2,2,5,2,5,No
5281,Female,18,Social Sciences,3.25,No,Yes,No,3,2,1,3,5,5,2,No
5282,Non-binary,17,Language,2.37,No,No,Yes,3,2,1,3,5,2,5,Yes
5283,Female,19,Engineering,3.35,No,Yes,Yes,4,3,1,3,4,2,3,Yes
5284,Male,21,Business,3.92,,Yes,No,4,5,3,1,3,3,5,No
5285,Male,18,Business,3.61,Yes,Yes,Yes,1,2,1,2,2,4,3,Yes
5286,Female,19,Arts,3.14,No,Yes,No,5,3,4,3,3,4,3,No
5287,Female,18,Information Systems,3.28,No,Yes,Yes,1,4,2,3,2,4,3,Yes
5288,Non-binary,17,Business,3.63,No,Yes,No,4,4,2,3,4,3,4,No
5289,Female,17,History,3.11,No,Yes,Yes,5,5,1,5,1,3,3,Yes
5290,Male,22,Social Sciences,3.31,No,No,Yes,5,2,4,2,5,4,1,No
5291,Female,18,Arts,3.2,No,No,,5,5,1,5,3,5,3,No
5292,Male,22,Social Sciences,3.85,No,Yes,Yes,5,5,2,4,1,2,3,No
5293,Male,20,Arts,2.49,No,No,,3,2,3,5,4,1,1,No
5294,Female,23,Social Sciences,3.02,No,Yes,Yes,4,5,2,4,4,5,4,Yes
5295,Female,19,History,2.84,Yes,Yes,Yes,4,4,3,5,4,4,1,No
5296,Male,18,Business,3.39,No,No,No,4,2,4,4,4,2,4,No
5297,Female,23,Communications,2.3,Yes,Yes,Yes,4,3,5,5,1,1,5,Yes
5298,Non-binary,23,Life Sciences,3.74,Yes,No,Yes,3,3,4,5,4,3,5,No
5299,Male,21,Communications,2.91,No,No,Yes,1,1,3,2,3,1,3,No
5300,Male,22,Business,3.01,No,,No,,,,,,,,
5301,Male,23,Communications,2.02,No,Yes,Yes,4,2,1,2,1,5,3,No
5302,Male,19,Social Sciences,1.99,No,No,No,2,5,4,2,2,5,5,Yes
5303,Male,22,Social Sciences,2.91,Yes,Yes,No,3,2,2,4,2,2,2,No
5304,Male,19,Social Sciences,3.44,No,Yes,,4,1,5,4,1,2,4,No
5305,Male,17,Social Sciences,2.13,Yes,Yes,Yes,4,1,5,1,3,1,3,No
5306,Female,20,Social Sciences,1.8,No,Yes,No,4,5,4,2,5,3,5,No
5307,Male,17,Communications,2.34,No,Yes,,4,5,4,2,5,2,3,No
5308,Female,17,Arts,3.2,Yes,Yes,Yes,2,1,2,4,3,1,5,No
5309,Female,21,Social Sciences,3.05,No,Yes,Yes,4,4,5,3,1,3,3,No
5310,Bigender,20,History,3.5,,Yes,Yes,2,5,5,2,2,4,4,Yes
5311,Male,23,Business,3.62,No,Yes,Yes,4,5,5,1,4,4,4,No
5312,Male,17,Information Systems,2.06,No,Yes,Yes,1,2,2,5,1,2,2,Yes
5313,Male,23,Social Sciences,3.02,No,Yes,Yes,2,4,4,4,5,3,4,No
5314,Genderfluid,20,Life Sciences,3.03,No,No,Yes,4,3,1,1,4,5,3,No
5315,Male,21,Engineering,2.5,No,Yes,No,3,2,3,2,1,5,1,Yes
5316,Female,17,Social Sciences,2.25,Yes,Yes,Yes,4,3,1,5,2,3,1,No
5317,Female,20,Social Sciences,3.71,No,No,Yes,5,4,4,3,3,5,2,No
5318,Genderqueer,20,Communications,1.83,No,Yes,Yes,5,2,1,2,2,4,1,No
5319,Female,23,Business,3.4,Yes,Yes,Yes,4,5,5,5,2,5,5,No
5320,Female,19,Social Sciences,3.05,No,Yes,Yes,5,4,2,1,5,1,2,No
5321,Male,18,Social Sciences,3.72,No,Yes,Yes,4,3,1,1,1,4,1,Yes
5322,Female,23,Social Sciences,3.59,Yes,Yes,Yes,4,2,4,1,1,1,5,Yes
5323,Female,17,Information Systems,3.26,No,No,No,4,1,4,5,4,1,3,No
5324,Female,18,Business,3.43,No,Yes,Yes,4,3,4,4,1,5,4,No
5325,Female,17,Information Systems,3.51,No,Yes,Yes,5,3,2,4,5,3,3,Yes
5326,Female,20,History,2.45,Yes,Yes,Yes,4,2,3,3,5,4,5,Yes
5327,Male,20,Communications,3.7,No,No,Yes,4,3,5,4,1,3,4,No
5328,Female,22,Social Sciences,3.75,No,Yes,No,3,3,5,1,4,4,3,No
5329,Female,23,Information Systems,2.95,No,Yes,Yes,4,3,5,2,2,4,4,No
5330,Male,19,Business,3.35,No,Yes,Yes,4,1,3,1,3,5,5,Yes
5331,Female,21,Social Sciences,2.66,Yes,Yes,Yes,4,2,4,3,5,2,1,No
5332,Female,21,Business,2.85,Yes,Yes,No,2,2,2,4,4,3,1,No
5333,Female,21,History,2.45,No,Yes,Yes,3,4,5,5,3,2,1,No
5334,Female,22,Life Sciences,1.91,No,No,Yes,1,1,5,2,1,1,5,No
5335,Male,21,Life Sciences,2.07,No,Yes,Yes,4,3,5,1,3,4,1,Yes
5336,Male,20,Social Sciences,1.85,Yes,No,Yes,5,1,4,5,4,3,2,No
5337,Male,17,Social Sciences,2.26,No,Yes,Yes,2,1,5,5,2,3,1,No
5338,Female,18,Engineering,3.34,No,Yes,,5,3,2,2,2,3,4,No
5339,Female,21,Business,2.19,No,No,Yes,1,3,1,2,5,3,1,No
5340,Genderfluid,20,Information Systems,3.88,No,No,Yes,2,5,4,5,3,2,1,No
5341,Male,19,Communications,2.24,No,Yes,No,3,3,3,5,4,4,4,No
5342,Male,23,Information Systems,3.84,No,Yes,Yes,4,4,2,5,5,2,3,No
5343,Male,21,Social Sciences,1.87,Yes,Yes,Yes,5,1,3,3,2,5,2,Yes
5344,Female,18,Life Sciences,3.21,Yes,Yes,No,4,4,2,3,1,5,2,Yes
5345,Male,18,Information Systems,2.64,Yes,Yes,Yes,5,2,2,3,4,1,2,Yes
5346,Male,21,Life Sciences,2.44,Yes,Yes,Yes,2,2,3,2,5,5,5,No
5347,Female,20,Communications,3.21,No,Yes,Yes,5,4,1,1,2,2,5,No
5348,Male,23,Social Sciences,1.95,,Yes,No,4,5,3,3,5,2,4,No
5349,Male,17,Communications,2.29,No,Yes,Yes,5,3,5,2,3,4,1,No
5350,Male,22,Business,1.85,No,No,Yes,2,4,4,5,5,3,1,No
5351,Female,18,Social Sciences,2.02,No,Yes,Yes,4,1,4,3,1,5,4,No
5352,Female,22,Business,2.37,,Yes,Yes,4,2,4,2,3,1,3,No
5353,Male,20,Language,2.9,No,Yes,No,4,5,1,4,3,5,2,No
5354,Female,17,Arts,1.9,,No,,3,5,1,2,1,3,1,No
5355,Female,18,Social Sciences,2.16,Yes,Yes,Yes,4,3,4,3,1,5,4,No
5356,Male,18,Arts,2.94,Yes,Yes,Yes,2,5,5,1,5,1,2,No
5357,Male,17,Business,2.37,No,Yes,Yes,5,3,1,2,2,5,3,No
5358,Male,20,Communications,1.94,No,Yes,Yes,1,5,1,5,1,4,3,No
5359,Male,17,Language,2.92,Yes,Yes,Yes,2,1,2,2,2,2,2,No
5360,Female,23,Social Sciences,3.49,Yes,Yes,Yes,5,5,1,2,2,5,3,Yes
5361,Male,17,Social Sciences,3.48,No,Yes,No,3,5,2,3,5,3,2,Yes
5362,Female,23,Communications,3.02,Yes,Yes,No,4,3,5,3,2,5,1,No
5363,Male,21,Life Sciences,3.42,No,Yes,Yes,2,1,2,5,2,1,4,No
5364,Female,20,History,3.95,Yes,No,Yes,4,4,1,3,2,4,1,No
5365,Female,19,Information Systems,3.6,No,Yes,Yes,5,2,4,5,4,3,5,Yes
5366,Male,17,Social Sciences,2.37,No,,Yes,,,,,,,,
5367,Genderqueer,22,Business,2.72,No,Yes,Yes,4,4,3,1,2,5,5,No
5368,Male,19,Life Sciences,3.75,No,No,Yes,5,4,5,1,4,5,5,Yes
5369,Male,18,History,1.83,No,Yes,Yes,1,1,3,1,1,3,3,No
5370,Male,17,Business,3.54,No,Yes,Yes,4,3,1,2,1,3,1,Yes
5371,Female,23,Social Sciences,3.83,No,Yes,Yes,4,2,4,4,1,3,2,No
5372,Female,20,Information Systems,3.39,No,No,Yes,4,1,1,1,3,3,5,No
5373,Female,21,Communications,2.04,No,Yes,Yes,4,3,1,4,2,5,1,No
5374,Male,23,Information Systems,3.91,No,Yes,Yes,5,1,5,2,1,3,4,No
5375,Female,18,Arts,2.03,No,Yes,Yes,4,2,2,2,4,5,5,Yes
5376,Male,23,Language,2.44,No,Yes,No,4,2,3,5,5,5,5,No
5377,Female,23,Engineering,2.77,No,Yes,,2,4,1,5,4,4,4,No
5378,Female,21,Communications,3.75,No,Yes,Yes,5,1,1,1,1,5,1,No
5379,Female,21,Information Systems,3.37,No,No,Yes,3,5,2,5,1,4,1,No
5380,Male,22,Language,2.64,No,Yes,Yes,4,4,2,1,4,1,3,Yes
5381,Female,18,Business,2.5,No,Yes,Yes,5,2,1,2,3,4,2,No
5382,Male,22,Communications,3.82,No,Yes,Yes,5,4,5,3,3,2,4,No
5383,Female,23,Social Sciences,2.99,No,No,Yes,3,2,5,3,3,5,3,No
5384,Female,17,Engineering,2.77,No,Yes,No,4,3,1,4,4,4,1,No
5385,Male,17,Arts,3.48,No,Yes,No,4,3,5,1,2,1,5,Yes
5386,Female,18,Communications,3.91,No,Yes,No,2,1,4,2,1,5,3,No
5387,Male,19,History,2.88,No,Yes,Yes,5,4,1,3,2,1,2,Yes
5388,Male,17,Information Systems,1.92,Yes,Yes,Yes,4,1,4,5,3,1,1,Yes
5389,Female,19,Life Sciences,2.81,No,Yes,No,4,3,3,4,1,1,2,Yes
5390,Female,19,Communications,3.23,Yes,Yes,Yes,4,5,5,5,4,5,5,Yes
5391,Female,22,History,2.16,No,Yes,Yes,2,5,1,1,1,2,1,No
5392,Female,19,Social Sciences,1.82,No,Yes,Yes,5,3,2,1,2,1,4,No
5393,Male,22,Language,2.14,No,Yes,No,5,2,5,2,3,5,2,No
5394,Female,18,Information Systems,1.83,No,Yes,Yes,4,4,1,3,5,1,1,Yes
5395,Female,23,Social Sciences,2.63,No,No,No,3,1,4,4,2,2,3,No
5396,Female,17,Business,3.86,Yes,Yes,Yes,1,5,5,4,2,3,4,No
5397,Polygender,21,Language,3.35,No,Yes,Yes,4,2,5,1,1,5,3,No
5398,Female,21,Life Sciences,2.42,,No,No,4,5,1,1,1,2,1,No
5399,Female,22,History,2.73,No,Yes,Yes,3,1,4,3,1,3,4,No
5400,Female,21,History,2.17,No,Yes,Yes,4,3,2,1,3,5,5,Yes
5401,Male,20,Life Sciences,2.36,Yes,No,No,5,1,2,1,2,5,2,No
5402,Female,21,Business,2.17,No,Yes,Yes,2,3,2,5,1,4,5,No
5403,Female,18,Life Sciences,3.12,No,Yes,Yes,5,1,5,3,3,2,1,No
5404,Male,18,Business,2.92,No,Yes,Yes,5,5,3,4,3,5,1,Yes
5405,Male,23,Language,3.38,No,Yes,No,4,4,4,4,2,5,5,Yes
5406,Genderqueer,17,Communications,2.55,No,Yes,No,5,4,3,2,3,1,3,No
5407,Female,20,Business,2.99,No,Yes,Yes,3,3,4,4,4,3,4,No
5408,Female,22,Social Sciences,2.9,No,Yes,Yes,5,2,5,2,5,4,3,Yes
5409,Male,22,Information Systems,3.3,No,Yes,No,5,3,4,3,4,2,3,No
5410,Female,19,Business,2.63,No,Yes,Yes,2,3,4,1,1,1,1,No
5411,Male,20,Life Sciences,2.67,No,Yes,Yes,3,2,1,3,4,2,3,No
5412,Male,19,Social Sciences,2.51,No,No,Yes,3,3,2,1,2,4,5,No
5413,Female,21,Information Systems,2.85,No,Yes,Yes,4,3,5,4,3,4,4,No
5414,Male,21,Business,3.15,Yes,Yes,No,5,4,1,5,1,3,3,No
5415,Male,18,Business,3.55,No,No,Yes,2,2,3,5,1,1,5,Yes
5416,Male,17,Business,2.45,No,Yes,No,1,4,3,5,1,1,4,No
5417,Male,21,Social Sciences,3.08,No,Yes,No,3,1,1,2,5,5,5,No
5418,Female,17,Engineering,3.15,No,,No,,,,,,,,
5419,Female,22,Life Sciences,2.14,Yes,Yes,Yes,2,5,5,4,4,3,4,No
5420,Male,21,Life Sciences,2.13,No,Yes,No,4,4,2,1,2,3,1,Yes
5421,Female,18,Information Systems,3.57,No,Yes,No,5,1,1,1,2,3,2,No
5422,Female,17,History,2.57,No,No,Yes,4,3,1,4,1,2,1,Yes
5423,Male,23,History,3.25,No,Yes,Yes,2,2,2,3,4,2,1,No
5424,Genderfluid,22,Social Sciences,2.94,No,Yes,Yes,3,4,5,1,3,4,4,Yes
5425,Female,22,Business,3.78,No,Yes,Yes,1,3,3,5,4,2,5,Yes
5426,Male,17,Arts,2.33,No,Yes,Yes,4,3,2,2,3,4,3,Yes
5427,Bigender,23,Business,1.97,No,Yes,Yes,4,5,1,5,5,1,1,Yes
5428,Female,23,Business,2.97,Yes,Yes,No,2,5,1,2,2,1,4,No
5429,Female,17,Arts,2.38,No,Yes,Yes,4,4,5,4,2,1,3,No
5430,Bigender,21,Language,3.43,No,No,Yes,4,4,2,3,4,5,1,No
5431,Female,23,Life Sciences,3.27,No,Yes,No,3,1,1,3,5,4,4,No
5432,Genderqueer,23,Information Systems,2.56,No,Yes,No,5,2,1,2,3,5,1,No
5433,Male,17,History,3.36,No,Yes,No,3,4,4,2,2,2,3,No
5434,Female,19,Language,3.48,No,No,Yes,2,1,3,1,3,1,4,No
5435,Bigender,22,Business,2.96,No,Yes,No,4,2,4,3,3,4,4,Yes
5436,Male,20,Communications,2.31,No,No,Yes,3,1,2,1,1,3,1,No
5437,Genderfluid,22,Social Sciences,3.59,No,Yes,Yes,5,3,1,4,4,1,1,No
5438,Female,19,Information Systems,1.94,No,Yes,Yes,2,1,4,4,4,3,1,No
5439,Male,22,Life Sciences,3.38,Yes,Yes,Yes,2,1,2,4,1,4,1,Yes
5440,Female,23,Social Sciences,2.19,No,No,Yes,5,5,4,2,4,2,1,No
5441,Bigender,23,Information Systems,3.73,No,Yes,Yes,2,3,2,4,2,5,2,No
5442,Male,22,Communications,2.78,No,Yes,Yes,1,3,2,5,2,5,1,Yes
5443,Non-binary,20,Social Sciences,2.94,Yes,No,Yes,4,1,1,5,4,1,3,No
5444,Female,19,History,2.39,No,Yes,Yes,2,2,3,2,5,3,2,No
5445,Male,22,Life Sciences,3.21,No,No,No,1,3,5,3,2,1,5,No
5446,Female,22,History,1.88,No,No,Yes,4,4,3,2,5,2,4,No
5447,Male,21,Arts,2.66,No,,Yes,,,,,,,,
5448,Female,19,Social Sciences,3.28,No,Yes,Yes,4,3,3,1,3,4,2,Yes
5449,Male,21,Social Sciences,3.93,No,Yes,No,4,4,3,2,1,1,4,No
5450,Male,18,Business,2.6,No,Yes,Yes,2,3,5,2,3,4,4,No
5451,Female,23,Business,2.56,No,Yes,Yes,5,1,1,5,3,5,1,No
5452,Agender,19,Social Sciences,3.55,No,Yes,,1,4,5,1,1,1,2,No
5453,Male,18,Information Systems,2.2,No,Yes,Yes,5,2,1,4,5,1,5,No
5454,Male,19,Business,3.89,Yes,Yes,Yes,5,2,2,2,3,4,2,Yes
5455,Male,22,History,2.19,No,Yes,Yes,4,1,3,3,3,4,3,No
5456,Female,17,Arts,2.17,No,No,Yes,4,1,1,2,1,3,1,No
5457,Female,22,Communications,3.1,No,Yes,No,2,2,4,1,5,5,3,No
5458,Male,17,Engineering,2.18,No,Yes,Yes,1,5,5,4,3,2,1,Yes
5459,Polygender,20,Business,2.76,No,Yes,Yes,4,5,4,3,3,3,1,No
5460,Female,18,Business,2.66,No,No,Yes,4,3,2,2,4,1,3,Yes
5461,Male,22,Language,2.19,No,No,No,4,2,5,3,1,4,5,No
5462,Female,18,Communications,3.41,No,Yes,,4,3,1,1,5,2,5,No
5463,Female,19,Engineering,3.75,No,Yes,No,4,3,3,1,4,2,3,No
5464,Female,18,Life Sciences,2.3,No,Yes,Yes,4,3,5,2,1,3,4,No
5465,Male,19,Life Sciences,1.93,No,Yes,No,4,5,3,2,3,5,1,No
5466,Genderfluid,20,Social Sciences,3.21,Yes,Yes,Yes,1,4,1,5,4,3,3,No
5467,Male,19,Arts,3.61,No,Yes,Yes,5,5,4,4,4,4,4,No
5468,Female,19,Social Sciences,3.06,Yes,Yes,Yes,4,3,4,1,5,1,4,No
5469,Male,19,Life Sciences,3.58,No,Yes,Yes,2,1,2,5,3,5,4,No
5470,Female,22,Arts,3.91,No,Yes,Yes,4,1,1,3,5,4,1,No
5471,Male,18,Communications,2.26,No,Yes,No,4,1,3,2,4,2,2,No
5472,Male,19,Information Systems,3.44,No,No,No,1,5,1,2,4,5,5,No
5473,Female,21,Information Systems,3.96,,Yes,Yes,4,2,2,2,5,2,3,No
5474,Female,23,Business,3.31,No,Yes,Yes,4,4,3,1,1,1,4,No
5475,Female,17,Language,1.89,No,Yes,Yes,5,3,5,2,1,5,5,No
5476,Non-binary,20,Social Sciences,3.47,Yes,Yes,Yes,4,2,1,2,5,3,2,No
5477,Male,17,Social Sciences,2.96,No,Yes,Yes,4,2,4,4,4,1,4,Yes
5478,Female,21,Business,2.69,No,Yes,Yes,5,4,2,3,5,3,2,No
5479,Male,22,Information Systems,2.99,No,Yes,Yes,2,1,2,3,4,4,2,No
5480,Male,20,Social Sciences,4,No,Yes,No,3,1,3,5,3,4,5,No
5481,Male,17,Communications,2.72,Yes,Yes,Yes,5,4,4,5,1,3,4,No
5482,Male,21,Language,2.41,No,Yes,Yes,1,5,5,3,5,4,4,No
5483,Male,19,Social Sciences,2.41,No,Yes,No,5,2,2,2,3,3,5,No
5484,Agender,18,Communications,2.42,Yes,Yes,No,5,3,1,3,1,1,1,Yes
5485,Female,22,Language,2.56,No,Yes,No,3,5,3,5,4,5,3,Yes
5486,Female,17,Communications,3.27,No,Yes,Yes,4,5,4,1,5,2,3,Yes
5487,Male,23,Social Sciences,2.07,No,Yes,Yes,4,2,5,5,1,3,2,Yes
5488,Male,21,Life Sciences,3.82,No,Yes,Yes,2,5,5,2,4,3,3,No
5489,Male,23,Life Sciences,3.11,No,Yes,No,4,1,2,2,5,2,4,No
5490,Polygender,19,Life Sciences,3.52,No,Yes,No,2,4,4,1,2,3,2,No
